event_id,account_id,week_start,tier,feature,usage_count
24135,130,2024-06-03,Enterprise,dashboard,19.0
24136,130,2024-06-03,Enterprise,reports,12.0
24137,130,2024-06-03,Enterprise,automation,11.0
24138,130,2024-06-03,Enterprise,integrations,6.0
24139,130,2024-06-03,Enterprise,api,11.0
24140,130,2024-06-10,Enterprise,dashboard,9.0
24141,130,2024-06-10,Enterprise,reports,13.0
24142,130,2024-06-10,Enterprise,automation,10.0
24143,130,2024-06-10,Enterprise,integrations,10.0
24144,130,2024-06-10,Enterprise,api,14.0
24145,130,2024-06-17,Enterprise,dashboard,6.0
24146,130,2024-06-17,Enterprise,reports,9.0
24147,130,2024-06-17,Enterprise,automation,7.0
24148,130,2024-06-17,Enterprise,integrations,3.0
24149,130,2024-06-17,Enterprise,api,11.0
24150,130,2024-06-24,Enterprise,dashboard,8.0
24151,130,2024-06-24,Enterprise,reports,12.0
24152,130,2024-06-24,Enterprise,automation,15.0
24153,130,2024-06-24,Enterprise,integrations,15.0
24154,130,2024-06-24,Enterprise,api,10.0
24155,130,2024-07-01,Enterprise,dashboard,11.0
24156,130,2024-07-01,Enterprise,reports,10.0
24157,130,2024-07-01,Enterprise,automation,9.0
24158,130,2024-07-01,Enterprise,integrations,9.0
24159,130,2024-07-01,Enterprise,api,13.0
24160,130,2024-07-08,Enterprise,dashboard,10.0
24161,130,2024-07-08,Enterprise,reports,10.0
24162,130,2024-07-08,Enterprise,automation,5.0
24163,130,2024-07-08,Enterprise,integrations,8.0
24164,130,2024-07-08,Enterprise,api,13.0
24165,130,2024-07-15,Enterprise,dashboard,7.0
24166,130,2024-07-15,Enterprise,reports,5.0
24167,130,2024-07-15,Enterprise,automation,15.0
24168,130,2024-07-15,Enterprise,integrations,13.0
24169,130,2024-07-15,Enterprise,api,9.0
24170,130,2024-07-22,Enterprise,dashboard,11.0
24171,130,2024-07-22,Enterprise,reports,11.0
24172,130,2024-07-22,Enterprise,automation,12.0
24173,130,2024-07-22,Enterprise,integrations,5.0
24174,130,2024-07-22,Enterprise,api,10.0
24175,130,2024-07-29,Enterprise,dashboard,13.0
24176,130,2024-07-29,Enterprise,reports,9.0
24177,130,2024-07-29,Enterprise,automation,8.0
24178,130,2024-07-29,Enterprise,integrations,8.0
24179,130,2024-07-29,Enterprise,api,12.0
24180,130,2024-08-05,Enterprise,dashboard,4.0
24181,130,2024-08-05,Enterprise,reports,12.0
24182,130,2024-08-05,Enterprise,automation,5.0
24183,130,2024-08-05,Enterprise,integrations,10.0
24184,130,2024-08-05,Enterprise,api,7.0
24185,130,2024-08-12,Enterprise,dashboard,10.0
24186,130,2024-08-12,Enterprise,reports,9.0
24187,130,2024-08-12,Enterprise,automation,7.0
24188,130,2024-08-12,Enterprise,integrations,8.0
24189,130,2024-08-12,Enterprise,api,10.0
24190,130,2024-08-19,Enterprise,dashboard,17.0
24191,130,2024-08-19,Enterprise,reports,11.0
24192,130,2024-08-19,Enterprise,automation,8.0
24193,130,2024-08-19,Enterprise,integrations,4.0
24194,130,2024-08-19,Enterprise,api,8.0
24195,130,2024-08-26,Enterprise,dashboard,6.0
24196,130,2024-08-26,Enterprise,reports,11.0
24197,130,2024-08-26,Enterprise,automation,11.0
24198,130,2024-08-26,Enterprise,integrations,17.0
24199,130,2024-08-26,Enterprise,api,9.0
24200,130,2024-09-02,Enterprise,dashboard,12.0
24201,130,2024-09-02,Enterprise,reports,6.0
24202,130,2024-09-02,Enterprise,automation,7.0
24203,130,2024-09-02,Enterprise,integrations,16.0
24204,130,2024-09-02,Enterprise,api,5.0
24205,130,2024-09-09,Enterprise,dashboard,12.0
24206,130,2024-09-09,Enterprise,reports,11.0
24207,130,2024-09-09,Enterprise,automation,14.0
24208,130,2024-09-09,Enterprise,integrations,12.0
24209,130,2024-09-09,Enterprise,api,4.0
24210,130,2024-09-16,Enterprise,dashboard,13.0
24211,130,2024-09-16,Enterprise,reports,11.0
24212,130,2024-09-16,Enterprise,automation,13.0
24213,130,2024-09-16,Enterprise,integrations,9.0
24214,130,2024-09-16,Enterprise,api,6.0
24215,130,2024-09-23,Enterprise,dashboard,5.0
24216,130,2024-09-23,Enterprise,reports,17.0
24217,130,2024-09-23,Enterprise,automation,7.0
24218,130,2024-09-23,Enterprise,integrations,12.0
24219,130,2024-09-23,Enterprise,api,14.0
24220,130,2024-09-30,Enterprise,dashboard,5.0
24221,130,2024-09-30,Enterprise,reports,8.0
24222,130,2024-09-30,Enterprise,automation,14.0
24223,130,2024-09-30,Enterprise,integrations,7.0
24224,130,2024-09-30,Enterprise,api,11.0
24225,130,2024-10-07,Enterprise,dashboard,19.0
24226,130,2024-10-07,Enterprise,reports,13.0
24227,130,2024-10-07,Enterprise,automation,13.0
24228,130,2024-10-07,Enterprise,integrations,12.0
24229,130,2024-10-07,Enterprise,api,9.0
24230,130,2024-10-14,Enterprise,dashboard,9.0
24231,130,2024-10-14,Enterprise,reports,9.0
24232,130,2024-10-14,Enterprise,automation,11.0
24233,130,2024-10-14,Enterprise,integrations,7.0
24234,130,2024-10-14,Enterprise,api,10.0
24235,130,2024-10-21,Enterprise,dashboard,10.0
24236,130,2024-10-21,Enterprise,reports,13.0
24237,130,2024-10-21,Enterprise,automation,5.0
24238,130,2024-10-21,Enterprise,integrations,12.0
24239,130,2024-10-21,Enterprise,api,13.0
24240,130,2024-10-28,Enterprise,dashboard,16.0
24241,130,2024-10-28,Enterprise,reports,6.0
24242,130,2024-10-28,Enterprise,automation,13.0
24243,130,2024-10-28,Enterprise,integrations,14.0
24244,130,2024-10-28,Enterprise,api,7.0
24245,130,2024-11-04,Enterprise,dashboard,13.0
24246,130,2024-11-04,Enterprise,reports,15.0
24247,130,2024-11-04,Enterprise,automation,12.0
24248,130,2024-11-04,Enterprise,integrations,11.0
24249,130,2024-11-04,Enterprise,api,10.0
24250,130,2024-11-11,Enterprise,dashboard,9.0
24251,130,2024-11-11,Enterprise,reports,4.0
24252,130,2024-11-11,Enterprise,automation,6.0
24253,130,2024-11-11,Enterprise,integrations,11.0
24254,130,2024-11-11,Enterprise,api,12.0
24255,130,2024-11-18,Enterprise,dashboard,9.0
24256,130,2024-11-18,Enterprise,reports,10.0
24257,130,2024-11-18,Enterprise,automation,15.0
24258,130,2024-11-18,Enterprise,integrations,11.0
24259,130,2024-11-18,Enterprise,api,10.0
24260,130,2024-11-25,Enterprise,dashboard,7.0
24261,130,2024-11-25,Enterprise,reports,9.0
24262,130,2024-11-25,Enterprise,automation,9.0
24263,130,2024-11-25,Enterprise,integrations,12.0
24264,130,2024-11-25,Enterprise,api,9.0
24265,130,2024-12-02,Enterprise,dashboard,9.0
24266,130,2024-12-02,Enterprise,reports,9.0
24267,130,2024-12-02,Enterprise,automation,15.0
24268,130,2024-12-02,Enterprise,integrations,11.0
24269,130,2024-12-02,Enterprise,api,8.0
24270,130,2024-12-09,Enterprise,dashboard,9.0
24271,130,2024-12-09,Enterprise,reports,14.0
24272,130,2024-12-09,Enterprise,automation,11.0
24273,130,2024-12-09,Enterprise,integrations,8.0
24274,130,2024-12-09,Enterprise,api,14.0
24275,130,2024-12-16,Enterprise,dashboard,5.0
24276,130,2024-12-16,Enterprise,reports,7.0
24277,130,2024-12-16,Enterprise,automation,7.0
24278,130,2024-12-16,Enterprise,integrations,7.0
24279,130,2024-12-16,Enterprise,api,12.0
24280,130,2024-12-23,Enterprise,dashboard,9.0
24281,130,2024-12-23,Enterprise,reports,13.0
24282,130,2024-12-23,Enterprise,automation,6.0
24283,130,2024-12-23,Enterprise,integrations,16.0
24284,130,2024-12-23,Enterprise,api,8.0
24285,131,2024-01-01,Starter,dashboard,13.0
24286,131,2024-01-01,Starter,reports,12.0
24287,131,2024-01-08,Starter,dashboard,10.0
24288,131,2024-01-08,Starter,reports,14.0
24289,131,2024-01-15,Starter,dashboard,10.0
24290,131,2024-01-15,Starter,reports,11.0
24291,131,2024-01-22,Starter,dashboard,6.0
24292,131,2024-01-22,Starter,reports,8.0
24293,131,2024-01-29,Starter,dashboard,10.0
24294,131,2024-01-29,Starter,reports,9.0
24295,131,2024-02-05,Starter,dashboard,7.0
24296,131,2024-02-05,Starter,reports,17.0
24297,131,2024-02-12,Starter,dashboard,10.0
24298,131,2024-02-12,Starter,reports,10.0
24299,131,2024-02-19,Starter,dashboard,11.0
24300,131,2024-02-19,Starter,reports,17.0
24301,131,2024-02-26,Starter,dashboard,10.0
24302,131,2024-02-26,Starter,reports,11.0
24303,131,2024-03-04,Starter,dashboard,8.0
24304,131,2024-03-04,Starter,reports,12.0
24305,131,2024-03-11,Starter,dashboard,7.0
24306,131,2024-03-11,Starter,reports,10.0
24307,131,2024-03-18,Starter,dashboard,8.0
24308,131,2024-03-18,Starter,reports,11.0
24309,131,2024-03-25,Starter,dashboard,16.0
24310,131,2024-03-25,Starter,reports,8.0
24311,131,2024-04-01,Starter,dashboard,8.0
24312,131,2024-04-01,Starter,reports,9.0
24313,131,2024-04-08,Starter,dashboard,12.0
24314,131,2024-04-08,Starter,reports,10.0
24315,131,2024-04-15,Starter,dashboard,7.0
24316,131,2024-04-15,Starter,reports,7.0
24317,131,2024-04-22,Starter,dashboard,13.0
24318,131,2024-04-22,Starter,reports,9.0
24319,131,2024-04-29,Starter,dashboard,11.0
24320,131,2024-04-29,Starter,reports,10.0
24321,131,2024-05-06,Starter,dashboard,12.0
24322,131,2024-05-06,Starter,reports,14.0
24323,131,2024-05-13,Starter,dashboard,9.0
24324,131,2024-05-13,Starter,reports,13.0
24325,131,2024-05-20,Starter,dashboard,16.0
24326,131,2024-05-20,Starter,reports,10.0
24327,131,2024-05-27,Starter,dashboard,13.0
24328,131,2024-05-27,Starter,reports,9.0
24329,131,2024-06-03,Starter,dashboard,10.0
24330,131,2024-06-03,Starter,reports,10.0
24331,131,2024-06-10,Starter,dashboard,11.0
24332,131,2024-06-10,Starter,reports,12.0
24333,131,2024-06-17,Starter,dashboard,5.0
24334,131,2024-06-17,Starter,reports,10.0
24335,131,2024-06-24,Starter,dashboard,10.0
24336,131,2024-06-24,Starter,reports,10.0
24337,131,2024-07-01,Starter,dashboard,10.0
24338,131,2024-07-01,Starter,reports,13.0
24339,131,2024-07-08,Starter,dashboard,10.0
24340,131,2024-07-08,Starter,reports,9.0
24341,131,2024-07-15,Starter,dashboard,10.0
24342,131,2024-07-15,Starter,reports,12.0
24343,131,2024-07-22,Starter,dashboard,11.0
24344,131,2024-07-22,Starter,reports,9.0
24345,131,2024-07-29,Starter,dashboard,10.0
24346,131,2024-07-29,Starter,reports,8.0
24347,131,2024-08-05,Starter,dashboard,11.0
24348,131,2024-08-05,Starter,reports,7.0
24349,131,2024-08-12,Starter,dashboard,7.0
24350,131,2024-08-12,Starter,reports,9.0
24351,131,2024-08-19,Starter,dashboard,7.0
24352,131,2024-08-19,Starter,reports,8.0
24353,131,2024-08-26,Starter,dashboard,8.0
24354,131,2024-08-26,Starter,reports,8.0
24355,131,2024-09-02,Starter,dashboard,4.0
24356,131,2024-09-02,Starter,reports,14.0
24357,131,2024-09-09,Starter,dashboard,11.0
24358,131,2024-09-09,Starter,reports,10.0
24359,131,2024-09-16,Starter,dashboard,12.0
24360,131,2024-09-16,Starter,reports,12.0
24361,131,2024-09-23,Starter,dashboard,10.0
24362,131,2024-09-23,Starter,reports,8.0
24363,131,2024-09-30,Starter,dashboard,11.0
24364,131,2024-09-30,Starter,reports,8.0
24365,131,2024-10-07,Starter,dashboard,8.0
24366,131,2024-10-07,Starter,reports,15.0
24367,131,2024-10-14,Starter,dashboard,9.0
24368,131,2024-10-14,Starter,reports,14.0
24369,131,2024-10-21,Starter,dashboard,11.0
24370,131,2024-10-21,Starter,reports,16.0
24371,131,2024-10-28,Starter,dashboard,10.0
24372,131,2024-10-28,Starter,reports,16.0
24373,131,2024-11-04,Starter,dashboard,13.0
24374,131,2024-11-04,Starter,reports,12.0
24375,131,2024-11-11,Starter,dashboard,12.0
24376,131,2024-11-11,Starter,reports,13.0
24377,131,2024-11-18,Starter,dashboard,9.0
24378,131,2024-11-18,Starter,reports,1.0
24379,131,2024-11-25,Starter,dashboard,9.0
24380,131,2024-11-25,Starter,reports,5.0
24381,131,2024-12-02,Starter,dashboard,10.0
24382,131,2024-12-02,Starter,reports,12.0
24383,131,2024-12-09,Starter,dashboard,9.0
24384,131,2024-12-09,Starter,reports,11.0
24385,131,2024-12-16,Starter,dashboard,11.0
24386,131,2024-12-16,Starter,reports,13.0
24387,131,2024-12-23,Starter,dashboard,11.0
24388,131,2024-12-23,Starter,reports,13.0
24389,132,2024-01-01,Growth,dashboard,13.0
24390,132,2024-01-01,Growth,reports,14.0
24391,132,2024-01-01,Growth,automation,6.0
24392,132,2024-01-08,Growth,dashboard,6.0
24393,132,2024-01-08,Growth,reports,10.0
24394,132,2024-01-08,Growth,automation,15.0
24395,132,2024-01-15,Growth,dashboard,7.0
24396,132,2024-01-15,Growth,reports,9.0
24397,132,2024-01-15,Growth,automation,8.0
24398,132,2024-01-22,Growth,dashboard,5.0
24399,132,2024-01-22,Growth,reports,10.0
24400,132,2024-01-22,Growth,automation,5.0
24401,132,2024-01-29,Growth,dashboard,8.0
24402,132,2024-01-29,Growth,reports,11.0
24403,132,2024-01-29,Growth,automation,7.0
24404,132,2024-02-05,Growth,dashboard,7.0
24405,132,2024-02-05,Growth,reports,11.0
24406,132,2024-02-05,Growth,automation,10.0
24407,132,2024-02-12,Growth,dashboard,14.0
24408,132,2024-02-12,Growth,reports,12.0
24409,132,2024-02-12,Growth,automation,10.0
24410,132,2024-02-19,Growth,dashboard,7.0
24411,132,2024-02-19,Growth,reports,8.0
24412,132,2024-02-19,Growth,automation,12.0
24413,132,2024-02-26,Growth,dashboard,6.0
24414,132,2024-02-26,Growth,reports,10.0
24415,132,2024-02-26,Growth,automation,10.0
24416,132,2024-03-04,Growth,dashboard,7.0
24417,132,2024-03-04,Growth,reports,12.0
24418,132,2024-03-04,Growth,automation,7.0
24419,132,2024-03-11,Growth,dashboard,8.0
24420,132,2024-03-11,Growth,reports,7.0
24421,132,2024-03-11,Growth,automation,13.0
24422,132,2024-03-18,Growth,dashboard,10.0
24423,132,2024-03-18,Growth,reports,11.0
24424,132,2024-03-18,Growth,automation,5.0
24425,132,2024-03-25,Growth,dashboard,10.0
24426,132,2024-03-25,Growth,reports,9.0
24427,132,2024-03-25,Growth,automation,10.0
24428,132,2024-04-01,Growth,dashboard,13.0
24429,132,2024-04-01,Growth,reports,17.0
24430,132,2024-04-01,Growth,automation,14.0
24431,132,2024-04-08,Growth,dashboard,7.0
24432,132,2024-04-08,Growth,reports,6.0
24433,132,2024-04-08,Growth,automation,15.0
24434,132,2024-04-15,Growth,dashboard,12.0
24435,132,2024-04-15,Growth,reports,10.0
24436,132,2024-04-15,Growth,automation,13.0
24437,132,2024-04-22,Growth,dashboard,11.0
24438,132,2024-04-22,Growth,reports,3.0
24439,132,2024-04-22,Growth,automation,11.0
24440,132,2024-04-29,Growth,dashboard,17.0
24441,132,2024-04-29,Growth,reports,9.0
24442,132,2024-04-29,Growth,automation,8.0
24443,132,2024-05-06,Growth,dashboard,6.0
24444,132,2024-05-06,Growth,reports,13.0
24445,132,2024-05-06,Growth,automation,12.0
24446,132,2024-05-13,Growth,dashboard,14.0
24447,132,2024-05-13,Growth,reports,7.0
24448,132,2024-05-13,Growth,automation,4.0
24449,132,2024-05-20,Growth,dashboard,9.0
24450,132,2024-05-20,Growth,reports,9.0
24451,132,2024-05-20,Growth,automation,12.0
24452,132,2024-05-27,Growth,dashboard,10.0
24453,132,2024-05-27,Growth,reports,16.0
24454,132,2024-05-27,Growth,automation,5.0
24455,132,2024-06-03,Growth,dashboard,16.0
24456,132,2024-06-03,Growth,reports,9.0
24457,132,2024-06-03,Growth,automation,11.0
24458,132,2024-06-10,Growth,dashboard,13.0
24459,132,2024-06-10,Growth,reports,12.0
24460,132,2024-06-10,Growth,automation,6.0
24461,132,2024-06-17,Growth,dashboard,14.0
24462,132,2024-06-17,Growth,reports,9.0
24463,132,2024-06-17,Growth,automation,9.0
24464,132,2024-06-24,Growth,dashboard,10.0
24465,132,2024-06-24,Growth,reports,9.0
24466,132,2024-06-24,Growth,automation,10.0
24467,132,2024-07-01,Growth,dashboard,7.0
24468,132,2024-07-01,Growth,reports,11.0
24469,132,2024-07-01,Growth,automation,11.0
24470,132,2024-07-08,Growth,dashboard,5.0
24471,132,2024-07-08,Growth,reports,15.0
24472,132,2024-07-08,Growth,automation,13.0
24473,132,2024-07-15,Growth,dashboard,12.0
24474,132,2024-07-15,Growth,reports,4.0
24475,132,2024-07-15,Growth,automation,6.0
24476,132,2024-07-22,Growth,dashboard,12.0
24477,132,2024-07-22,Growth,reports,17.0
24478,132,2024-07-22,Growth,automation,7.0
24479,132,2024-07-29,Growth,dashboard,8.0
24480,132,2024-07-29,Growth,reports,11.0
24481,132,2024-07-29,Growth,automation,17.0
24482,132,2024-08-05,Growth,dashboard,15.0
24483,132,2024-08-05,Growth,reports,10.0
24484,132,2024-08-05,Growth,automation,5.0
24485,132,2024-08-12,Growth,dashboard,8.0
24486,132,2024-08-12,Growth,reports,10.0
24487,132,2024-08-12,Growth,automation,10.0
24488,132,2024-08-19,Growth,dashboard,16.0
24489,132,2024-08-19,Growth,reports,12.0
24490,132,2024-08-19,Growth,automation,8.0
24491,132,2024-08-26,Growth,dashboard,11.0
24492,132,2024-08-26,Growth,reports,10.0
24493,132,2024-08-26,Growth,automation,11.0
24494,132,2024-09-02,Growth,dashboard,10.0
24495,132,2024-09-02,Growth,reports,5.0
24496,132,2024-09-02,Growth,automation,12.0
24497,132,2024-09-09,Growth,dashboard,10.0
24498,132,2024-09-09,Growth,reports,9.0
24499,132,2024-09-09,Growth,automation,6.0
24500,132,2024-09-16,Growth,dashboard,8.0
24501,132,2024-09-16,Growth,reports,14.0
24502,132,2024-09-16,Growth,automation,12.0
24503,132,2024-09-23,Growth,dashboard,12.0
24504,132,2024-09-23,Growth,reports,13.0
24505,132,2024-09-23,Growth,automation,5.0
24506,132,2024-09-30,Growth,dashboard,4.0
24507,132,2024-09-30,Growth,reports,10.0
24508,132,2024-09-30,Growth,automation,18.0
24509,132,2024-10-07,Growth,dashboard,11.0
24510,132,2024-10-07,Growth,reports,6.0
24511,132,2024-10-07,Growth,automation,10.0
24512,132,2024-10-14,Growth,dashboard,9.0
24513,132,2024-10-14,Growth,reports,10.0
24514,132,2024-10-14,Growth,automation,8.0
24515,132,2024-10-21,Growth,dashboard,6.0
24516,132,2024-10-21,Growth,reports,14.0
24517,132,2024-10-21,Growth,automation,5.0
24518,132,2024-10-28,Growth,dashboard,12.0
24519,132,2024-10-28,Growth,reports,8.0
24520,132,2024-10-28,Growth,automation,11.0
24521,132,2024-11-04,Growth,dashboard,13.0
24522,132,2024-11-04,Growth,reports,7.0
24523,132,2024-11-04,Growth,automation,11.0
24524,132,2024-11-11,Growth,dashboard,13.0
24525,132,2024-11-11,Growth,reports,8.0
24526,132,2024-11-11,Growth,automation,13.0
24527,132,2024-11-18,Growth,dashboard,11.0
24528,132,2024-11-18,Growth,reports,9.0
24529,132,2024-11-18,Growth,automation,12.0
24530,132,2024-11-25,Growth,dashboard,13.0
24531,132,2024-11-25,Growth,reports,9.0
24532,132,2024-11-25,Growth,automation,10.0
24533,132,2024-12-02,Growth,dashboard,9.0
24534,132,2024-12-02,Growth,reports,9.0
24535,132,2024-12-02,Growth,automation,11.0
24536,132,2024-12-09,Growth,dashboard,13.0
24537,132,2024-12-09,Growth,reports,11.0
24538,132,2024-12-09,Growth,automation,21.0
24539,132,2024-12-16,Growth,dashboard,10.0
24540,132,2024-12-16,Growth,reports,11.0
24541,132,2024-12-16,Growth,automation,17.0
24542,132,2024-12-23,Growth,dashboard,13.0
24543,132,2024-12-23,Growth,reports,7.0
24544,132,2024-12-23,Growth,automation,15.0
24545,133,2024-01-01,Enterprise,dashboard,5.0
24546,133,2024-01-01,Enterprise,reports,5.0
24547,133,2024-01-01,Enterprise,automation,10.0
24548,133,2024-01-01,Enterprise,integrations,7.0
24549,133,2024-01-01,Enterprise,api,3.0
24550,133,2024-01-08,Enterprise,dashboard,12.0
24551,133,2024-01-08,Enterprise,reports,6.0
24552,133,2024-01-08,Enterprise,automation,6.0
24553,133,2024-01-08,Enterprise,integrations,8.0
24554,133,2024-01-08,Enterprise,api,9.0
24555,133,2024-01-15,Enterprise,dashboard,13.0
24556,133,2024-01-15,Enterprise,reports,7.0
24557,133,2024-01-15,Enterprise,automation,11.0
24558,133,2024-01-15,Enterprise,integrations,8.0
24559,133,2024-01-15,Enterprise,api,6.0
24560,133,2024-01-22,Enterprise,dashboard,14.0
24561,133,2024-01-22,Enterprise,reports,8.0
24562,133,2024-01-22,Enterprise,automation,17.0
24563,133,2024-01-22,Enterprise,integrations,7.0
24564,133,2024-01-22,Enterprise,api,6.0
24565,133,2024-01-29,Enterprise,dashboard,10.0
24566,133,2024-01-29,Enterprise,reports,11.0
24567,133,2024-01-29,Enterprise,automation,16.0
24568,133,2024-01-29,Enterprise,integrations,12.0
24569,133,2024-01-29,Enterprise,api,14.0
24570,133,2024-02-05,Enterprise,dashboard,11.0
24571,133,2024-02-05,Enterprise,reports,13.0
24572,133,2024-02-05,Enterprise,automation,14.0
24573,133,2024-02-05,Enterprise,integrations,10.0
24574,133,2024-02-05,Enterprise,api,12.0
24575,133,2024-02-12,Enterprise,dashboard,15.0
24576,133,2024-02-12,Enterprise,reports,4.0
24577,133,2024-02-12,Enterprise,automation,13.0
24578,133,2024-02-12,Enterprise,integrations,15.0
24579,133,2024-02-12,Enterprise,api,10.0
24580,133,2024-02-19,Enterprise,dashboard,15.0
24581,133,2024-02-19,Enterprise,reports,7.0
24582,133,2024-02-19,Enterprise,automation,9.0
24583,133,2024-02-19,Enterprise,integrations,8.0
24584,133,2024-02-19,Enterprise,api,13.0
24585,133,2024-02-26,Enterprise,dashboard,11.0
24586,133,2024-02-26,Enterprise,reports,6.0
24587,133,2024-02-26,Enterprise,automation,10.0
24588,133,2024-02-26,Enterprise,integrations,11.0
24589,133,2024-02-26,Enterprise,api,13.0
24590,133,2024-03-04,Enterprise,dashboard,10.0
24591,133,2024-03-04,Enterprise,reports,9.0
24592,133,2024-03-04,Enterprise,automation,8.0
24593,133,2024-03-04,Enterprise,integrations,15.0
24594,133,2024-03-04,Enterprise,api,12.0
24595,133,2024-03-11,Enterprise,dashboard,9.0
24596,133,2024-03-11,Enterprise,reports,7.0
24597,133,2024-03-11,Enterprise,automation,7.0
24598,133,2024-03-11,Enterprise,integrations,12.0
24599,133,2024-03-11,Enterprise,api,9.0
24600,133,2024-03-18,Enterprise,dashboard,8.0
24601,133,2024-03-18,Enterprise,reports,9.0
24602,133,2024-03-18,Enterprise,automation,8.0
24603,133,2024-03-18,Enterprise,integrations,8.0
24604,133,2024-03-18,Enterprise,api,7.0
24605,133,2024-03-25,Enterprise,dashboard,9.0
24606,133,2024-03-25,Enterprise,reports,9.0
24607,133,2024-03-25,Enterprise,automation,9.0
24608,133,2024-03-25,Enterprise,integrations,13.0
24609,133,2024-03-25,Enterprise,api,5.0
24610,133,2024-04-01,Enterprise,dashboard,11.0
24611,133,2024-04-01,Enterprise,reports,24.0
24612,133,2024-04-01,Enterprise,automation,12.0
24613,133,2024-04-01,Enterprise,integrations,11.0
24614,133,2024-04-01,Enterprise,api,11.0
24615,133,2024-04-08,Enterprise,dashboard,16.0
24616,133,2024-04-08,Enterprise,reports,12.0
24617,133,2024-04-08,Enterprise,automation,14.0
24618,133,2024-04-08,Enterprise,integrations,10.0
24619,133,2024-04-08,Enterprise,api,5.0
24620,133,2024-04-15,Enterprise,dashboard,9.0
24621,133,2024-04-15,Enterprise,reports,17.0
24622,133,2024-04-15,Enterprise,automation,16.0
24623,133,2024-04-15,Enterprise,integrations,17.0
24624,133,2024-04-15,Enterprise,api,7.0
24625,133,2024-04-22,Enterprise,dashboard,6.0
24626,133,2024-04-22,Enterprise,reports,13.0
24627,133,2024-04-22,Enterprise,automation,11.0
24628,133,2024-04-22,Enterprise,integrations,9.0
24629,133,2024-04-22,Enterprise,api,11.0
24630,133,2024-04-29,Enterprise,dashboard,4.0
24631,133,2024-04-29,Enterprise,reports,14.0
24632,133,2024-04-29,Enterprise,automation,10.0
24633,133,2024-04-29,Enterprise,integrations,6.0
24634,133,2024-04-29,Enterprise,api,14.0
24635,133,2024-05-06,Enterprise,dashboard,8.0
24636,133,2024-05-06,Enterprise,reports,5.0
24637,133,2024-05-06,Enterprise,automation,12.0
24638,133,2024-05-06,Enterprise,integrations,7.0
24639,133,2024-05-06,Enterprise,api,10.0
24640,133,2024-05-13,Enterprise,dashboard,11.0
24641,133,2024-05-13,Enterprise,reports,7.0
24642,133,2024-05-13,Enterprise,automation,10.0
24643,133,2024-05-13,Enterprise,integrations,12.0
24644,133,2024-05-13,Enterprise,api,7.0
24645,133,2024-05-20,Enterprise,dashboard,8.0
24646,133,2024-05-20,Enterprise,reports,8.0
24647,133,2024-05-20,Enterprise,automation,10.0
24648,133,2024-05-20,Enterprise,integrations,13.0
24649,133,2024-05-20,Enterprise,api,6.0
24650,133,2024-05-27,Enterprise,dashboard,8.0
24651,133,2024-05-27,Enterprise,reports,12.0
24652,133,2024-05-27,Enterprise,automation,7.0
24653,133,2024-05-27,Enterprise,integrations,12.0
24654,133,2024-05-27,Enterprise,api,5.0
24655,133,2024-06-03,Enterprise,dashboard,12.0
24656,133,2024-06-03,Enterprise,reports,13.0
24657,133,2024-06-03,Enterprise,automation,13.0
24658,133,2024-06-03,Enterprise,integrations,8.0
24659,133,2024-06-03,Enterprise,api,15.0
24660,133,2024-06-10,Enterprise,dashboard,6.0
24661,133,2024-06-10,Enterprise,reports,10.0
24662,133,2024-06-10,Enterprise,automation,11.0
24663,133,2024-06-10,Enterprise,integrations,8.0
24664,133,2024-06-10,Enterprise,api,3.0
24665,133,2024-06-17,Enterprise,dashboard,7.0
24666,133,2024-06-17,Enterprise,reports,7.0
24667,133,2024-06-17,Enterprise,automation,9.0
24668,133,2024-06-17,Enterprise,integrations,9.0
24669,133,2024-06-17,Enterprise,api,13.0
24670,133,2024-06-24,Enterprise,dashboard,11.0
24671,133,2024-06-24,Enterprise,reports,12.0
24672,133,2024-06-24,Enterprise,automation,11.0
24673,133,2024-06-24,Enterprise,integrations,8.0
24674,133,2024-06-24,Enterprise,api,15.0
24675,133,2024-07-01,Enterprise,dashboard,14.0
24676,133,2024-07-01,Enterprise,reports,7.0
24677,133,2024-07-01,Enterprise,automation,12.0
24678,133,2024-07-01,Enterprise,integrations,7.0
24679,133,2024-07-01,Enterprise,api,14.0
24680,133,2024-07-08,Enterprise,dashboard,8.0
24681,133,2024-07-08,Enterprise,reports,10.0
24682,133,2024-07-08,Enterprise,automation,5.0
24683,133,2024-07-08,Enterprise,integrations,13.0
24684,133,2024-07-08,Enterprise,api,14.0
24685,133,2024-07-15,Enterprise,dashboard,10.0
24686,133,2024-07-15,Enterprise,reports,7.0
24687,133,2024-07-15,Enterprise,automation,3.0
24688,133,2024-07-15,Enterprise,integrations,10.0
24689,133,2024-07-15,Enterprise,api,14.0
24690,133,2024-07-22,Enterprise,dashboard,7.0
24691,133,2024-07-22,Enterprise,reports,12.0
24692,133,2024-07-22,Enterprise,automation,12.0
24693,133,2024-07-22,Enterprise,integrations,11.0
24694,133,2024-07-22,Enterprise,api,10.0
24695,133,2024-07-29,Enterprise,dashboard,5.0
24696,133,2024-07-29,Enterprise,reports,5.0
24697,133,2024-07-29,Enterprise,automation,7.0
24698,133,2024-07-29,Enterprise,integrations,7.0
24699,133,2024-07-29,Enterprise,api,11.0
24700,133,2024-08-05,Enterprise,dashboard,7.0
